,Training Files,Training Labels
2755,data\go\617de221_nohash_2.wav,go
2756,data\go\617de221_nohash_3.wav,go
2757,data\go\617de221_nohash_4.wav,go
2758,data\go\61d3e51e_nohash_0.wav,go
2759,data\go\61d3e51e_nohash_1.wav,go
2760,data\go\61e50f62_nohash_0.wav,go
2761,data\go\61e50f62_nohash_1.wav,go
2762,data\go\6205088b_nohash_0.wav,go
2763,data\go\6205088b_nohash_1.wav,go
2764,data\go\6205088b_nohash_2.wav,go
2765,data\go\620ff0fa_nohash_0.wav,go
2766,data\go\620ff0fa_nohash_1.wav,go
2767,data\go\625fd898_nohash_0.wav,go
2768,data\go\625fd898_nohash_1.wav,go
2769,data\go\62641b88_nohash_0.wav,go
2770,data\go\62641b88_nohash_1.wav,go
2771,data\go\6272b231_nohash_0.wav,go
2772,data\go\62ef962d_nohash_0.wav,go
2773,data\go\62ef962d_nohash_1.wav,go
2774,data\go\62ff07ef_nohash_0.wav,go
2775,data\go\62ff07ef_nohash_1.wav,go
2776,data\go\637c702a_nohash_0.wav,go
2777,data\go\63996b7c_nohash_0.wav,go
2778,data\go\63996b7c_nohash_1.wav,go
2779,data\go\63996b7c_nohash_2.wav,go
2780,data\go\6414258b_nohash_0.wav,go
2781,data\go\64220627_nohash_0.wav,go
2782,data\go\64220627_nohash_1.wav,go
2783,data\go\64574a99_nohash_0.wav,go
2784,data\go\64574a99_nohash_1.wav,go
2785,data\go\64da5281_nohash_0.wav,go
2786,data\go\64f83f0e_nohash_0.wav,go
2787,data\go\65040d9b_nohash_0.wav,go
2788,data\go\653a48f5_nohash_0.wav,go
2789,data\go\659b7fae_nohash_0.wav,go
2790,data\go\659b7fae_nohash_1.wav,go
2791,data\go\65c73b55_nohash_0.wav,go
2792,data\go\65d14087_nohash_0.wav,go
2793,data\go\65d844fc_nohash_0.wav,go
2794,data\go\65ec06e5_nohash_0.wav,go
2795,data\go\66041c69_nohash_0.wav,go
2796,data\go\66774579_nohash_0.wav,go
2797,data\go\66774579_nohash_1.wav,go
2798,data\go\66a412a7_nohash_0.wav,go
2799,data\go\66a412a7_nohash_1.wav,go
2800,data\go\66aa0f29_nohash_0.wav,go
2801,data\go\66cff190_nohash_0.wav,go
2802,data\go\66cff190_nohash_1.wav,go
2803,data\go\6727b579_nohash_0.wav,go
2804,data\go\6727b579_nohash_1.wav,go
2805,data\go\6727b579_nohash_2.wav,go
2806,data\go\6727b579_nohash_3.wav,go
2807,data\go\6727b579_nohash_4.wav,go
2808,data\go\67c7fecb_nohash_0.wav,go
2809,data\go\67fcdb05_nohash_0.wav,go
2810,data\go\6823565f_nohash_0.wav,go
2811,data\go\682e1687_nohash_0.wav,go
2812,data\go\686d030b_nohash_0.wav,go
2813,data\go\686d030b_nohash_1.wav,go
2814,data\go\686d030b_nohash_2.wav,go
2815,data\go\686d030b_nohash_3.wav,go
2816,data\go\686d030b_nohash_4.wav,go
2817,data\go\68dd409e_nohash_0.wav,go
2818,data\go\68dd409e_nohash_1.wav,go
2819,data\go\68dd409e_nohash_2.wav,go
2820,data\go\69086eb0_nohash_0.wav,go
2821,data\go\69086eb0_nohash_1.wav,go
2822,data\go\692a88e6_nohash_0.wav,go
2823,data\go\692a88e6_nohash_1.wav,go
2824,data\go\692a88e6_nohash_2.wav,go
2825,data\go\692a88e6_nohash_3.wav,go
2826,data\go\692a88e6_nohash_4.wav,go
2827,data\go\69953f48_nohash_0.wav,go
2828,data\go\69953f48_nohash_1.wav,go
2829,data\go\69f609ec_nohash_0.wav,go
2830,data\go\69f609ec_nohash_1.wav,go
2831,data\go\6a014b29_nohash_0.wav,go
2832,data\go\6a014b29_nohash_1.wav,go
2833,data\go\6a203e0e_nohash_0.wav,go
2834,data\go\6a27a9bf_nohash_0.wav,go
2835,data\go\6a497f80_nohash_0.wav,go
2836,data\go\6a861f21_nohash_0.wav,go
2837,data\go\6aafb34f_nohash_0.wav,go
2838,data\go\6ac35824_nohash_0.wav,go
2839,data\go\6adb8ad9_nohash_0.wav,go
2840,data\go\6adb8ad9_nohash_1.wav,go
2841,data\go\6adb8ad9_nohash_2.wav,go
2842,data\go\6add0595_nohash_0.wav,go
2843,data\go\6af4aa07_nohash_0.wav,go
2844,data\go\6af4aa07_nohash_1.wav,go
2845,data\go\6af4aa07_nohash_2.wav,go
2846,data\go\6b7d5101_nohash_0.wav,go
2847,data\go\6b81fead_nohash_0.wav,go
2848,data\go\6b889021_nohash_0.wav,go
2849,data\go\6b889021_nohash_1.wav,go
2850,data\go\6c0f6493_nohash_0.wav,go
2851,data\go\6c0f6493_nohash_1.wav,go
2852,data\go\6c0f6493_nohash_2.wav,go
2853,data\go\6c0f6493_nohash_3.wav,go
2854,data\go\6c0f6493_nohash_4.wav,go
2855,data\go\6c2dd2d5_nohash_0.wav,go
2856,data\go\6c429c7b_nohash_0.wav,go
2857,data\go\6c429c7b_nohash_1.wav,go
2858,data\go\6c429c7b_nohash_2.wav,go
2859,data\go\6c429c7b_nohash_3.wav,go
2860,data\go\6c429c7b_nohash_4.wav,go
2861,data\go\6c968bd9_nohash_0.wav,go
2862,data\go\6c968bd9_nohash_1.wav,go
2863,data\go\6c968bd9_nohash_2.wav,go
2864,data\go\6c968bd9_nohash_3.wav,go
2865,data\go\6c968bd9_nohash_4.wav,go
2866,data\go\6cc28ce5_nohash_0.wav,go
2867,data\go\6cf5459b_nohash_0.wav,go
2868,data\go\6cf5459b_nohash_1.wav,go
2869,data\go\6cf5459b_nohash_2.wav,go
2870,data\go\6d0ad764_nohash_0.wav,go
2871,data\go\6d1dcca6_nohash_0.wav,go
2872,data\go\6d2d3b0d_nohash_0.wav,go
2873,data\go\6d2d3b0d_nohash_1.wav,go
2874,data\go\6d818f6c_nohash_0.wav,go
2875,data\go\6d818f6c_nohash_1.wav,go
2876,data\go\6dfff95a_nohash_0.wav,go
2877,data\go\6e2ef3d5_nohash_0.wav,go
2878,data\go\6e2ef3d5_nohash_1.wav,go
2879,data\go\6e41a77e_nohash_0.wav,go
2880,data\go\6e916de8_nohash_0.wav,go
2881,data\go\6f2c6f7e_nohash_0.wav,go
2882,data\go\6f2c6f7e_nohash_1.wav,go
2883,data\go\6f2f57c1_nohash_0.wav,go
2884,data\go\6f342826_nohash_0.wav,go
2885,data\go\6f3458b3_nohash_0.wav,go
2886,data\go\6f5b4d3d_nohash_0.wav,go
2887,data\go\6f7724f5_nohash_0.wav,go
2888,data\go\6f9088d7_nohash_0.wav,go
2889,data\go\6f9088d7_nohash_1.wav,go
2890,data\go\6fca237d_nohash_0.wav,go
2891,data\go\7081436f_nohash_0.wav,go
2892,data\go\7081436f_nohash_1.wav,go
2893,data\go\708b8d51_nohash_0.wav,go
2894,data\go\70a00e98_nohash_0.wav,go
2895,data\go\70a00e98_nohash_1.wav,go
2896,data\go\70a00e98_nohash_2.wav,go
2897,data\go\70a00e98_nohash_3.wav,go
2898,data\go\70a00e98_nohash_4.wav,go
2899,data\go\712e4d58_nohash_0.wav,go
2900,data\go\712e4d58_nohash_1.wav,go
2901,data\go\712e4d58_nohash_2.wav,go
2902,data\go\712e4d58_nohash_3.wav,go
2903,data\go\712e4d58_nohash_4.wav,go
2904,data\go\71904de3_nohash_0.wav,go
2905,data\go\7192fddc_nohash_0.wav,go
2906,data\go\7192fddc_nohash_1.wav,go
2907,data\go\7195ffa6_nohash_0.wav,go
2908,data\go\71aa5b54_nohash_0.wav,go
2909,data\go\71bf8f48_nohash_0.wav,go
2910,data\go\71e6ab20_nohash_0.wav,go
2911,data\go\71e6ab20_nohash_1.wav,go
2912,data\go\7211390b_nohash_0.wav,go
2913,data\go\7211390b_nohash_1.wav,go
2914,data\go\7211390b_nohash_2.wav,go
2915,data\go\7211390b_nohash_3.wav,go
2916,data\go\7211390b_nohash_4.wav,go
2917,data\go\72198b96_nohash_0.wav,go
2918,data\go\721f767c_nohash_0.wav,go
2919,data\go\721f767c_nohash_1.wav,go
2920,data\go\721f767c_nohash_2.wav,go
2921,data\go\721f767c_nohash_3.wav,go
2922,data\go\7257420c_nohash_0.wav,go
2923,data\go\726382d6_nohash_0.wav,go
2924,data\go\726382d6_nohash_1.wav,go
2925,data\go\72aa7259_nohash_0.wav,go
2926,data\go\72aa7259_nohash_1.wav,go
2927,data\go\72aa7259_nohash_2.wav,go
2928,data\go\72be9202_nohash_0.wav,go
2929,data\go\72d75d96_nohash_0.wav,go
2930,data\go\7303215d_nohash_0.wav,go
2931,data\go\7303215d_nohash_1.wav,go
2932,data\go\735845ab_nohash_0.wav,go
2933,data\go\735845ab_nohash_1.wav,go
2934,data\go\735845ab_nohash_2.wav,go
2935,data\go\735845ab_nohash_3.wav,go
2936,data\go\735845ab_nohash_4.wav,go
2937,data\go\73cccfaf_nohash_0.wav,go
2938,data\go\73dda36a_nohash_0.wav,go
2939,data\go\742d6431_nohash_0.wav,go
2940,data\go\742d6431_nohash_1.wav,go
2941,data\go\742d6431_nohash_2.wav,go
2942,data\go\742d6431_nohash_3.wav,go
2943,data\go\742d6431_nohash_4.wav,go
2944,data\go\743edf9d_nohash_0.wav,go
2945,data\go\743edf9d_nohash_1.wav,go
2946,data\go\743edf9d_nohash_2.wav,go
2947,data\go\743edf9d_nohash_3.wav,go
2948,data\go\74551073_nohash_0.wav,go
2949,data\go\747e69fd_nohash_0.wav,go
2950,data\go\747e69fd_nohash_1.wav,go
2951,data\go\748cb308_nohash_0.wav,go
2952,data\go\74b73f88_nohash_0.wav,go
2953,data\go\74b73f88_nohash_1.wav,go
2954,data\go\74b73f88_nohash_2.wav,go
2955,data\go\763188c4_nohash_0.wav,go
2956,data\go\763188c4_nohash_1.wav,go
2957,data\go\763188c4_nohash_2.wav,go
2958,data\go\763188c4_nohash_3.wav,go
2959,data\go\763188c4_nohash_4.wav,go
2960,data\go\765ffccb_nohash_0.wav,go
2961,data\go\765ffccb_nohash_1.wav,go
2962,data\go\76b58705_nohash_0.wav,go
2963,data\go\76b58705_nohash_1.wav,go
2964,data\go\76b58705_nohash_2.wav,go
2965,data\go\76e53db9_nohash_0.wav,go
2966,data\go\772db621_nohash_0.wav,go
2967,data\go\778a4a01_nohash_0.wav,go
2968,data\go\778a4a01_nohash_1.wav,go
2969,data\go\778a4a01_nohash_2.wav,go
2970,data\go\7799c9cd_nohash_0.wav,go
2971,data\go\77def3ee_nohash_0.wav,go
2972,data\go\78102205_nohash_0.wav,go
2973,data\go\782c1305_nohash_0.wav,go
2974,data\go\7846fd85_nohash_0.wav,go
2975,data\go\7846fd85_nohash_1.wav,go
2976,data\go\7846fd85_nohash_2.wav,go
2977,data\go\7846fd85_nohash_3.wav,go
2978,data\go\7846fd85_nohash_4.wav,go
2979,data\go\784e281a_nohash_0.wav,go
2980,data\go\784e281a_nohash_1.wav,go
2981,data\go\78884794_nohash_0.wav,go
2982,data\go\7910d292_nohash_0.wav,go
2983,data\go\794cdfc5_nohash_0.wav,go
2984,data\go\794cdfc5_nohash_1.wav,go
2985,data\go\794cdfc5_nohash_2.wav,go
2986,data\go\798f702a_nohash_0.wav,go
2987,data\go\798f702a_nohash_1.wav,go
2988,data\go\7ab5b8f7_nohash_0.wav,go
2989,data\go\7b2e879e_nohash_0.wav,go
2990,data\go\7bae88ed_nohash_0.wav,go
2991,data\go\7be5a0f3_nohash_0.wav,go
2992,data\go\7be9f58a_nohash_0.wav,go
2993,data\go\7bf801d1_nohash_0.wav,go
2994,data\go\7bf801d1_nohash_1.wav,go
2995,data\go\7c1d8533_nohash_0.wav,go
2996,data\go\7c1d8533_nohash_1.wav,go
2997,data\go\7c1d8533_nohash_2.wav,go
2998,data\go\7c1d8533_nohash_3.wav,go
2999,data\go\7c1d8533_nohash_4.wav,go
3000,data\go\7c1d8533_nohash_5.wav,go
3001,data\go\7c1d8533_nohash_6.wav,go
3002,data\go\7c2a3fa4_nohash_0.wav,go
3003,data\go\7c2a3fa4_nohash_1.wav,go
3004,data\go\7c75a504_nohash_0.wav,go
3005,data\go\7cbf645a_nohash_0.wav,go
3006,data\go\7cbf645a_nohash_1.wav,go
3007,data\go\7cf14c54_nohash_0.wav,go
3008,data\go\7cf14c54_nohash_1.wav,go
3009,data\go\7cf14c54_nohash_2.wav,go
3010,data\go\7cfb1618_nohash_0.wav,go
3011,data\go\7d149b38_nohash_0.wav,go
3012,data\go\7d149b38_nohash_1.wav,go
3013,data\go\7d5f87c8_nohash_0.wav,go
3014,data\go\7d86b703_nohash_0.wav,go
3015,data\go\7dc50b88_nohash_0.wav,go
3016,data\go\7dc50b88_nohash_1.wav,go
3017,data\go\7de97453_nohash_0.wav,go
3018,data\go\7e2d5caf_nohash_0.wav,go
3019,data\go\7e2d5caf_nohash_1.wav,go
3020,data\go\7e4fa1d8_nohash_0.wav,go
3021,data\go\7e556a2c_nohash_0.wav,go
3022,data\go\7e6bd776_nohash_0.wav,go
3023,data\go\7e783e3f_nohash_0.wav,go
3024,data\go\7e783e3f_nohash_1.wav,go
3025,data\go\7ea032f3_nohash_0.wav,go
3026,data\go\7ea032f3_nohash_1.wav,go
3027,data\go\7ea032f3_nohash_2.wav,go
3028,data\go\7ea032f3_nohash_3.wav,go
3029,data\go\7ea032f3_nohash_4.wav,go
3030,data\go\7f74626f_nohash_0.wav,go
3031,data\go\7f74626f_nohash_1.wav,go
3032,data\go\7f74626f_nohash_2.wav,go
3033,data\go\7f74626f_nohash_3.wav,go
3034,data\go\7f74626f_nohash_4.wav,go
3035,data\go\7fa5fa1f_nohash_0.wav,go
3036,data\go\7fd25f7c_nohash_0.wav,go
3037,data\go\7fd25f7c_nohash_1.wav,go
3038,data\go\7fd25f7c_nohash_2.wav,go
3039,data\go\7fd25f7c_nohash_3.wav,go
3040,data\go\7fd25f7c_nohash_4.wav,go
3041,data\go\7ff4fc72_nohash_0.wav,go
3042,data\go\8012c69d_nohash_0.wav,go
3043,data\go\8012c69d_nohash_1.wav,go
3044,data\go\8012c69d_nohash_2.wav,go
3045,data\go\8012c69d_nohash_3.wav,go
3046,data\go\8012c69d_nohash_4.wav,go
3047,data\go\8056e897_nohash_0.wav,go
3048,data\go\8056e897_nohash_1.wav,go
3049,data\go\8056e897_nohash_2.wav,go
3050,data\go\80c17118_nohash_0.wav,go
3051,data\go\80f056c0_nohash_0.wav,go
3052,data\go\80fe1dc7_nohash_0.wav,go
3053,data\go\8134f43f_nohash_0.wav,go
3054,data\go\8134f43f_nohash_1.wav,go
3055,data\go\8134f43f_nohash_2.wav,go
3056,data\go\8134f43f_nohash_3.wav,go
3057,data\go\8134f43f_nohash_4.wav,go
3058,data\go\813b82a6_nohash_0.wav,go
3059,data\go\813b82a6_nohash_1.wav,go
3060,data\go\823353e5_nohash_0.wav,go
3061,data\go\823353e5_nohash_1.wav,go
3062,data\go\824e8ce5_nohash_0.wav,go
3063,data\go\825f450d_nohash_0.wav,go
3064,data\go\825f450d_nohash_1.wav,go
3065,data\go\8281a2a8_nohash_0.wav,go
3066,data\go\8281a2a8_nohash_1.wav,go
3067,data\go\8281a2a8_nohash_2.wav,go
3068,data\go\8281a2a8_nohash_3.wav,go
3069,data\go\8281a2a8_nohash_4.wav,go
3070,data\go\8335f893_nohash_0.wav,go
3071,data\go\834f03fe_nohash_0.wav,go
3072,data\go\834f03fe_nohash_1.wav,go
3073,data\go\834f03fe_nohash_2.wav,go
3074,data\go\834f03fe_nohash_3.wav,go
3075,data\go\834f03fe_nohash_4.wav,go
3076,data\go\837f7378_nohash_0.wav,go
3077,data\go\84999496_nohash_0.wav,go
3078,data\go\850e2222_nohash_0.wav,go
3079,data\go\85834399_nohash_0.wav,go
3080,data\go\85834399_nohash_1.wav,go
3081,data\go\85834399_nohash_2.wav,go
3082,data\go\85b877b5_nohash_0.wav,go
3083,data\go\85b877b5_nohash_1.wav,go
3084,data\go\8601f33b_nohash_0.wav,go
3085,data\go\86402da1_nohash_0.wav,go
3086,data\go\86402da1_nohash_1.wav,go
3087,data\go\86478fab_nohash_0.wav,go
3088,data\go\86648261_nohash_0.wav,go
3089,data\go\86f12ac0_nohash_0.wav,go
3090,data\go\86fa2dcd_nohash_0.wav,go
3091,data\go\87728a88_nohash_0.wav,go
3092,data\go\87728a88_nohash_1.wav,go
3093,data\go\8781f4c1_nohash_0.wav,go
3094,data\go\87c62767_nohash_0.wav,go
3095,data\go\87c62767_nohash_1.wav,go
3096,data\go\87eff300_nohash_0.wav,go
3097,data\go\88120683_nohash_0.wav,go
3098,data\go\881583a6_nohash_0.wav,go
3099,data\go\881583a6_nohash_1.wav,go
3100,data\go\8830e17f_nohash_0.wav,go
3101,data\go\8830e17f_nohash_1.wav,go
3102,data\go\8830e17f_nohash_2.wav,go
3103,data\go\8830e17f_nohash_3.wav,go
3104,data\go\8830e17f_nohash_4.wav,go
3105,data\go\884ae8e1_nohash_0.wav,go
3106,data\go\888a0c49_nohash_0.wav,go
3107,data\go\888a0c49_nohash_1.wav,go
3108,data\go\888a0c49_nohash_2.wav,go
3109,data\go\888a0c49_nohash_3.wav,go
3110,data\go\888a0c49_nohash_4.wav,go
3111,data\go\890e4ee2_nohash_0.wav,go
3112,data\go\8931f494_nohash_0.wav,go
3113,data\go\8931f494_nohash_1.wav,go
3114,data\go\89d6d11e_nohash_0.wav,go
3115,data\go\89d6d11e_nohash_1.wav,go
3116,data\go\89e59d18_nohash_0.wav,go
3117,data\go\89e59d18_nohash_1.wav,go
3118,data\go\89e59d18_nohash_2.wav,go
3119,data\go\89f3ab7d_nohash_0.wav,go
3120,data\go\89f680f3_nohash_0.wav,go
3121,data\go\8a0457c9_nohash_0.wav,go
3122,data\go\8a194ee6_nohash_0.wav,go
3123,data\go\8a1c449e_nohash_0.wav,go
3124,data\go\8a28231e_nohash_0.wav,go
3125,data\go\8a744054_nohash_0.wav,go
3126,data\go\8b39e36f_nohash_0.wav,go
3127,data\go\8bf6acb9_nohash_0.wav,go
3128,data\go\8c3c4715_nohash_0.wav,go
3129,data\go\8c3c4715_nohash_1.wav,go
3130,data\go\8c7b691a_nohash_0.wav,go
3131,data\go\8c7c9168_nohash_0.wav,go
3132,data\go\8c888bbb_nohash_0.wav,go
3133,data\go\8d9cc260_nohash_0.wav,go
3134,data\go\8db999cf_nohash_0.wav,go
3135,data\go\8dc26a15_nohash_0.wav,go
3136,data\go\8dd24423_nohash_0.wav,go
3137,data\go\8dd24423_nohash_1.wav,go
3138,data\go\8e05039f_nohash_0.wav,go
3139,data\go\8e05039f_nohash_1.wav,go
3140,data\go\8e05039f_nohash_2.wav,go
3141,data\go\8e05039f_nohash_3.wav,go
3142,data\go\8e05039f_nohash_4.wav,go
3143,data\go\8eb4a1bf_nohash_0.wav,go
3144,data\go\8eb4a1bf_nohash_1.wav,go
3145,data\go\8eb4a1bf_nohash_2.wav,go
3146,data\go\8eb4a1bf_nohash_3.wav,go
3147,data\go\8eb4a1bf_nohash_4.wav,go
3148,data\go\8f0d3c27_nohash_0.wav,go
3149,data\go\8f0d3c27_nohash_1.wav,go
3150,data\go\8f4c551f_nohash_0.wav,go
3151,data\go\8f4c551f_nohash_1.wav,go
3152,data\go\8f4c551f_nohash_2.wav,go
3153,data\go\8f4c551f_nohash_3.wav,go
3154,data\go\8f4c551f_nohash_4.wav,go
3155,data\go\8fce59ff_nohash_0.wav,go
3156,data\go\8ff44869_nohash_0.wav,go
3157,data\go\902258bb_nohash_0.wav,go
3158,data\go\9080f6d3_nohash_0.wav,go
3159,data\go\90b0b91a_nohash_0.wav,go
3160,data\go\90b0b91a_nohash_1.wav,go
3161,data\go\90b0b91a_nohash_2.wav,go
3162,data\go\90b94017_nohash_0.wav,go
3163,data\go\91223b83_nohash_0.wav,go
3164,data\go\91223b83_nohash_1.wav,go
3165,data\go\91223b83_nohash_2.wav,go
3166,data\go\918a2473_nohash_0.wav,go
3167,data\go\918a2473_nohash_1.wav,go
3168,data\go\918a2473_nohash_2.wav,go
3169,data\go\918a2473_nohash_3.wav,go
3170,data\go\918a2473_nohash_4.wav,go
3171,data\go\919d3c0e_nohash_0.wav,go
3172,data\go\919d3c0e_nohash_1.wav,go
3173,data\go\919d3c0e_nohash_2.wav,go
3174,data\go\91bed2e0_nohash_0.wav,go
3175,data\go\92037d73_nohash_0.wav,go
3176,data\go\9229bff9_nohash_0.wav,go
3177,data\go\92a9c5e6_nohash_0.wav,go
3178,data\go\92a9c5e6_nohash_1.wav,go
3179,data\go\92a9c5e6_nohash_2.wav,go
3180,data\go\92a9c5e6_nohash_3.wav,go
3181,data\go\92a9c5e6_nohash_4.wav,go
3182,data\go\92b2bf59_nohash_0.wav,go
3183,data\go\92b2bf59_nohash_1.wav,go
3184,data\go\92b2bf59_nohash_2.wav,go
3185,data\go\93ec8b84_nohash_0.wav,go
3186,data\go\93f30cc4_nohash_0.wav,go
3187,data\go\94de6a6a_nohash_0.wav,go
3188,data\go\94de6a6a_nohash_1.wav,go
3189,data\go\94de6a6a_nohash_2.wav,go
3190,data\go\94de6a6a_nohash_3.wav,go
3191,data\go\94de6a6a_nohash_4.wav,go
3192,data\go\94e6864f_nohash_0.wav,go
3193,data\go\94e6864f_nohash_1.wav,go
3194,data\go\95218ce8_nohash_0.wav,go
3195,data\go\95299b6c_nohash_0.wav,go
3196,data\go\953fe1ad_nohash_0.wav,go
3197,data\go\953fe1ad_nohash_1.wav,go
3198,data\go\953fe1ad_nohash_2.wav,go
3199,data\go\953fe1ad_nohash_3.wav,go
3200,data\go\953fe1ad_nohash_4.wav,go
3201,data\go\9587481f_nohash_0.wav,go
3202,data\go\95ba4996_nohash_0.wav,go
3203,data\go\96105282_nohash_0.wav,go
3204,data\go\96105282_nohash_1.wav,go
3205,data\go\9637f43f_nohash_0.wav,go
3206,data\go\9637f43f_nohash_1.wav,go
3207,data\go\9637f43f_nohash_2.wav,go
3208,data\go\964e8cfd_nohash_0.wav,go
3209,data\go\964e8cfd_nohash_1.wav,go
3210,data\go\964e8cfd_nohash_2.wav,go
3211,data\go\964e8cfd_nohash_3.wav,go
3212,data\go\964e8cfd_nohash_4.wav,go
3213,data\go\96a48d28_nohash_0.wav,go
3214,data\go\96a48d28_nohash_1.wav,go
3215,data\go\96a48d28_nohash_2.wav,go
3216,data\go\96a48d28_nohash_3.wav,go
3217,data\go\96a48d28_nohash_4.wav,go
3218,data\go\96ab6565_nohash_0.wav,go
3219,data\go\96ab6565_nohash_1.wav,go
3220,data\go\96ab6565_nohash_2.wav,go
3221,data\go\96ab6565_nohash_3.wav,go
3222,data\go\96ab6565_nohash_4.wav,go
3223,data\go\96c67073_nohash_0.wav,go
3224,data\go\96c67073_nohash_1.wav,go
3225,data\go\96c67073_nohash_2.wav,go
3226,data\go\96cd0255_nohash_0.wav,go
3227,data\go\9712cce0_nohash_0.wav,go
3228,data\go\9735764a_nohash_0.wav,go
3229,data\go\977a3be4_nohash_0.wav,go
3230,data\go\97ae8b25_nohash_0.wav,go
3231,data\go\97ae8b25_nohash_1.wav,go
3232,data\go\97e0c576_nohash_0.wav,go
3233,data\go\97f493b9_nohash_0.wav,go
3234,data\go\97f493b9_nohash_1.wav,go
3235,data\go\97f4c236_nohash_0.wav,go
3236,data\go\97f4c236_nohash_1.wav,go
3237,data\go\97f4c236_nohash_2.wav,go
3238,data\go\97f4c236_nohash_3.wav,go
3239,data\go\97f4c236_nohash_4.wav,go
3240,data\go\982babaf_nohash_0.wav,go
3241,data\go\98582fee_nohash_0.wav,go
3242,data\go\98582fee_nohash_1.wav,go
3243,data\go\9886d8bf_nohash_0.wav,go
3244,data\go\9886d8bf_nohash_1.wav,go
3245,data\go\9886d8bf_nohash_2.wav,go
3246,data\go\9886d8bf_nohash_3.wav,go
3247,data\go\9886d8bf_nohash_4.wav,go
3248,data\go\988e2f9a_nohash_0.wav,go
3249,data\go\988e2f9a_nohash_1.wav,go
3250,data\go\989a2213_nohash_0.wav,go
3251,data\go\989a2213_nohash_1.wav,go
3252,data\go\99081f4d_nohash_0.wav,go
3253,data\go\99081f4d_nohash_1.wav,go
3254,data\go\997867e7_nohash_0.wav,go
3255,data\go\997867e7_nohash_1.wav,go
3256,data\go\99a9b015_nohash_0.wav,go
3257,data\go\99fad6a0_nohash_0.wav,go
3258,data\go\9a3f97f8_nohash_0.wav,go
3259,data\go\9a43b64b_nohash_0.wav,go
3260,data\go\9a43b64b_nohash_1.wav,go
3261,data\go\9a4d12fd_nohash_0.wav,go
3262,data\go\9a4d12fd_nohash_1.wav,go
3263,data\go\9a69672b_nohash_0.wav,go
3264,data\go\9a69672b_nohash_1.wav,go
3265,data\go\9a69672b_nohash_2.wav,go
3266,data\go\9a69672b_nohash_3.wav,go
3267,data\go\9a69672b_nohash_4.wav,go
3268,data\go\9a7c1f83_nohash_0.wav,go
3269,data\go\9a7c1f83_nohash_1.wav,go
3270,data\go\9a7c1f83_nohash_2.wav,go
3271,data\go\9a7c1f83_nohash_3.wav,go
3272,data\go\9a7c1f83_nohash_4.wav,go
3273,data\go\9aa21fa9_nohash_0.wav,go
3274,data\go\9aa21fa9_nohash_1.wav,go
3275,data\go\9aa21fa9_nohash_2.wav,go
3276,data\go\9aa21fa9_nohash_3.wav,go
3277,data\go\9aa21fa9_nohash_4.wav,go
3278,data\go\9aa5439d_nohash_0.wav,go
3279,data\go\9acd0254_nohash_0.wav,go
3280,data\go\9acd0254_nohash_1.wav,go
3281,data\go\9b027ecf_nohash_0.wav,go
3282,data\go\9b027ecf_nohash_1.wav,go
3283,data\go\9b027ecf_nohash_2.wav,go
3284,data\go\9b027ecf_nohash_3.wav,go
3285,data\go\9b402bc2_nohash_0.wav,go
3286,data\go\9b6c08ba_nohash_0.wav,go
3287,data\go\9bea2ac7_nohash_0.wav,go
3288,data\go\9beccfc8_nohash_0.wav,go
3289,data\go\9beccfc8_nohash_1.wav,go
3290,data\go\9c06a3f3_nohash_0.wav,go
3291,data\go\9d171fee_nohash_0.wav,go
3292,data\go\9d171fee_nohash_1.wav,go
3293,data\go\9d171fee_nohash_2.wav,go
3294,data\go\9d7036f9_nohash_0.wav,go
3295,data\go\9d8ac38b_nohash_0.wav,go
3296,data\go\9db2bfe9_nohash_0.wav,go
3297,data\go\9db2bfe9_nohash_1.wav,go
3298,data\go\9dcfba4b_nohash_0.wav,go
3299,data\go\9e075bf1_nohash_0.wav,go
3300,data\go\9e46cfa1_nohash_0.wav,go
3301,data\go\9e6bb505_nohash_0.wav,go
3302,data\go\9e6bb505_nohash_1.wav,go
3303,data\go\9efe5140_nohash_0.wav,go
3304,data\go\9efe5140_nohash_1.wav,go
3305,data\go\9f4098cb_nohash_0.wav,go
3306,data\go\9f4098cb_nohash_1.wav,go
3307,data\go\9f63152b_nohash_0.wav,go
3308,data\go\9f63152b_nohash_1.wav,go
3309,data\go\9f63152b_nohash_2.wav,go
3310,data\go\9f6fbdb4_nohash_0.wav,go
3311,data\go\9f869f70_nohash_0.wav,go
3312,data\go\9ff1b8b6_nohash_0.wav,go
3313,data\go\9ff2d2f4_nohash_0.wav,go
3314,data\go\9ff2d2f4_nohash_1.wav,go
3315,data\go\9ff2d2f4_nohash_2.wav,go
3316,data\go\9ff2d2f4_nohash_3.wav,go
3317,data\go\9ff2d2f4_nohash_4.wav,go
3318,data\go\a0f93943_nohash_0.wav,go
3319,data\go\a0f93943_nohash_1.wav,go
3320,data\go\a0f93943_nohash_2.wav,go
3321,data\go\a108341b_nohash_0.wav,go
3322,data\go\a13e0a74_nohash_0.wav,go
3323,data\go\a13e0a74_nohash_1.wav,go
3324,data\go\a13e0a74_nohash_2.wav,go
3325,data\go\a1533da4_nohash_0.wav,go
3326,data\go\a1a59b72_nohash_0.wav,go
3327,data\go\a1c63f25_nohash_0.wav,go
3328,data\go\a1cff772_nohash_0.wav,go
3329,data\go\a1cff772_nohash_1.wav,go
